PAKP;N68* 8.02';W151* 44.6';2107;Anaktuvuk Pass Airport;Anaktuvuk Pass;Alaska
PAKT;N55* 21.33';W131* 42.82';88;Ketchikan International Airport;Ketchikan;Alaska
PAKV;N64* 19.14';W158* 44.48';181;Kaltag Airport;Kaltag;Alaska
PAKW;N55* 34.75';W133* 4.56';80;Klawock Airport (FAA: AKW);Klawock;Alaska
PAKY;N57* 34.02';W154* 27.02';137;Karluk Airport;Karluk;Alaska
PALR;N67* 30.27';W148* 28.99';1920;Chandalar Lake Airport;Chandalar Lake;Alaska
PALU;N68* 52.51';W166* 6.6';12;Cape Lisburne LRRS Airport;Cape Lisburne;Alaska
PAMC;N62* 57.17';W155* 36.35';337;McGrath Airport;McGrath;Alaska
PAMD;N59* 27';W146* 18.43';100;Middleton Island Airport;Middleton Island;Alaska
PAMH;N63* 53.16';W152* 18.11';678;Minchumina Airport;Lake Minchumina;Alaska
PAML;N64* 59.85';W150* 38.65';270;Manley Hot Springs Airport;Manley Hot Springs;Alaska
PAMR;N61* 12.81';W149* 50.67';137;Merrill Field;Anchorage;Alaska
PAMY;N60* 22.29';W166* 16.24';48;Mekoryuk Airport;Mekoryuk;Alaska
PANC;N61* 10.46';W149* 59.78';152;Ted Stevens Anchorage International Airport;Anchorage;Alaska
PANI;N61* 34.9';W159* 32.58';88;Aniak Airport;Aniak;Alaska
PANN;N64* 32.84';W149* 4.44';367;Nenana Municipal Airport;Nenana;Alaska
PANT;N55* 2.55';W131* 34.33';119;Annette Island Airport;Annette Island;Alaska
PANV;N62* 38.8';W160* 11.44';309;Anvik Airport;Anvik;Alaska
PAOH;N58* 5.77';W135* 24.58';19;Hoonah Airport;Hoonah;Alaska
PAOM;N64* 30.73';W165* 26.71';37;Nome Airport;Nome;Alaska
PAOR;N62* 57.68';W141* 55.75';1716;Northway Airport;Northway;Alaska
PAOT;N66* 53.08';W162* 35.91';11;Ralph Wien Memorial Airport;Kotzebue;Alaska
PAPB;N56* 34.62';W169* 39.82';125;St. George Airport (FAA: PBV);St. George;Alaska
PAPG;N56* 48.1';W132* 56.72';107;Petersburg James A. Johnson Airport;Petersburg;Alaska
PAPH;N56* 57.55';W158* 38';95;Port Heiden Airport;Port Heiden;Alaska
PAPM;N59* 0.68';W161* 49.18';15;Platinum Airport;Platinum;Alaska
PAPO;N68* 20.93';W166* 47.96';12;Point Hope Airport;Point Hope;Alaska
PAPR;N66* 48.84';W150* 38.62';1099;Prospect Creek Airport;Prospect Creek;Alaska
PAQH;N59* 45.42';W161* 52.77';10;Quinhagak Airport (FAA: AQH);Quinhagak;Alaska
PAQT;N70* 12.6';W151* 0.33';38;Nuiqsut Airport (FAA: AQT);Nuiqsut;Alaska
PARC;N68* 6.88';W145* 34.77';2092;Arctic Village Airport;Arctic Village;Alaska
PARY;N64* 43.63';W155* 28.19';653;Ruby Airport;Ruby;Alaska
PASA;N63* 41.18';W170* 29.56';53;Savoonga Airport;Savoonga;Alaska
PASC;N70* 11.69';W148* 27.91';61;Deadhorse Airport;Deadhorse;Alaska
PASD;N55* 18.9';W160* 31.06';21;Sand Point Airport;Sand Point;Alaska
PASH;N66* 14.97';W166* 5.36';12;Shishmaref Airport;Shishmaref;Alaska
PASI;N57* 2.83';W135* 21.7';21;Sitka Rocky Gutierrez Airport;Sitka;Alaska
PASK;N66* 36';W159* 59.17';26;Selawik Airport;Selawik;Alaska
PASL;N61* 42.03';W157* 9.95';190;Sleetmute Airport;Sleetmute;Alaska
PASM;N62* 3.63';W163* 18.13';311;St. Mary's Airport;St. Mary's;Alaska
PASN;N57* 10.04';W170* 13.23';63;St. Paul Island Airport;St. Paul Island;Alaska
PASO;N59* 26.55';W151* 42.24';29;Seldovia Airport;Seldovia;Alaska
PASP;N61* 48.72';W147* 30.42';2750;Sheep Mountain Airport;Sheep Mountain;Alaska
PASV;N61* 5.84';W155* 34.45';1585;Sparrevohn LRRS Airport;Sparrevohn;Alaska
PASW;N61* 57.92';W151* 11.48';148;Skwentna Airport;Skwentna;Alaska
PASX;N60* 28.54';W151* 2.05';113;Soldotna Airport;Soldotna;Alaska
PASY;N52* 42.74';E174* 6.82';98;Eareckson Air Station;Shemya Island;Alaska
PATA;N65* 10.46';W152* 6.56';227;Ralph M. Calhoun Memorial Airport;Tanana;Alaska
PATC;N65* 33.79';W167* 55.3';269;Tin City LRRS Airport;Tin City;Alaska
PATG;N59* 3.17';W160* 23.82';21;Togiak Airport;Togiak;Alaska
PATJ;N63* 17.73';W143* 0.37';1670;Tok Airport;Tok;Alaska
PATK;N62* 19.23';W150* 5.62';358;Talkeetna Airport;Talkeetna;Alaska
PATQ;N70* 28.04';W157* 26.14';96;Atqasuk Edward Burnell Sr. Memorial Airport;Atqasuk;Alaska
PATW;N63* 23.47';W148* 57.34';2190;Cantwell Airport (FAA: TTW);Cantwell;Alaska
PAUM;N69* 22.27';W152* 8.14';266;Umiat Airport;Umiat;Alaska
PAUN;N63* 53.3';W160* 47.94';21;Unalakleet Airport;Unalakleet;Alaska
PAUO;N61* 45.25';W150* 3.1';221;Willow Airport (FAA: UUO);Willow;Alaska
PAVD;N61* 8.04';W146* 14.9';118;Valdez Airport (Pioneer Field);Valdez;Alaska
PAVL;N67* 44.17';W164* 33.81';13;Kivalina Airport;Kivalina;Alaska
PAWD;N60* 7.62';W149* 25.13';22;Seward Airport;Seward;Alaska
PAWG;N56* 29.06';W132* 22.19';44;Wrangell Airport;Wrangell;Alaska
PAWI;N70* 38.28';W159* 59.68';41;Wainwright Airport (FAA: AWI);Wainwright;Alaska
PAWN;N67* 33.97';W162* 58.5';88;Noatak Airport;Noatak;Alaska
PAWR;N60* 46.63';W148* 43.29';30;Whittier Airport (FAA: IEM);Whittier;Alaska
PAWS;N61* 34.3';W149* 32.42';354;Wasilla Airport (FAA: IYS);Wasilla;Alaska
PAXK;N63* 1.47';W145* 30.03';2653;Paxson Airport (FAA: PXK);Paxson;Alaska
PAYA;N59* 30.2';W139* 39.62';33;Yakutat Airport;Yakutat;Alaska
PFYU;N66* 34.29';W145* 15.03';433;Fort Yukon Airport;Fort Yukon;Alaska
00AZ;N34* 18.34';W112* 9.88';3810;Cordes Airport;Cordes;Arizona
KAVQ;N32* 24.57';W111* 13.1';2031;Marana Regional Airport;Marana;Arizona
KAZC;N36* 57.6';W113* 0.83';4874;Colorado City Municipal Airport;Colorado City;Arizona
KBXK;N33* 25.23';W112* 41.17';1033;Buckeye Municipal Airport;Buckeye;Arizona
KCFT;N32* 57.17';W109* 12.62';3811;Greenlee County Airport;Clifton / Morenci;Arizona
KCGZ;N32* 57.29';W111* 46.01';1464;Casa Grande Municipal Airport;Casa Grande;Arizona
KCHD;N33* 16.14';W111* 48.67';1243;Chandler Municipal Airport;Chandler;Arizona
KDGL;N31* 20.56';W109* 30.2';4173;Douglas Municipal Airport;Douglas;Arizona
KDMA;N32* 9.99';W110* 52.99';2704;Davis-Monthan Air Force Base;Tucson;Arizona
KDUG;N31* 28.14';W109* 36.22';4154;Bisbee-Douglas International Airport;Bisbee / Douglas;Arizona
KDVT;N33* 41.3';W112* 4.95';1478;Phoenix Deer Valley Airport;Phoenix;Arizona
KFFZ;N33* 27.65';W111* 43.7';1394;Falcon Field;Mesa;Arizona
KFHU;N31* 35.31';W110* 20.66';4719;Sierra Vista Municipal Airport / Libby Army Airfield;Fort Huachuca / Sierra Vista;Arizona
KFLG;N35* 8.31';W111* 40.27';7011;Flagstaff Pulliam Airport;Flagstaff;Arizona
KGBN;N32* 53.1';W112* 43.23';858;Gila Bend Air Force Auxiliary Field;Gila Bend;Arizona
KGCN;N35* 57.14';W112* 8.82';6609;Grand Canyon National Park Airport;Grand Canyon National Park;Arizona
KGEU;N33* 31.65';W112* 17.72';1070;Glendale Municipal Airport;Glendale;Arizona
KGYR;N33* 25.38';W112* 22.71';968;Goodyear Municipal Airport;Phoenix;Arizona
KHII;N34* 34.27';W114* 21.5';783;Lake Havasu City Airport;Lake Havasu City;Arizona
KIFP;N35* 9.44';W114* 33.57';695;Laughlin/Bullhead International Airport;Bullhead City;Arizona
KIGM;N35* 15.57';W113* 56.28';3449;Kingman Airport;Kingman;Arizona
KINW;N35* 1.31';W110* 43.35';4941;Winslow-Lindbergh Regional Airport;Winslow;Arizona
KIWA;N33* 18.47';W111* 39.33';1382;Phoenix-Mesa Gateway Airport;Mesa;Arizona
KLGF;N32* 51.6';W114* 23.8';422;Laguna Army Airfield;Yuma;Arizona
KLUF;N33* 32.1';W112* 22.99';1085;(LUF) Luke Air Force Base;Glendale;Arizona
KMZJ;N32* 30.59';W111* 19.52';1892;Pinal Airpark;Pinal County;Arizona
KOLS;N31* 25.06';W110* 50.87';3955;Nogales International Airport;Nogales;Arizona
KPAN;N34* 15.41';W111* 20.36';5157;Payson Municipal Airport;Payson;Arizona
KPGA;N36* 55.57';W111* 26.9';4313;Page Municipal Airport;Page;Arizona
KPHX;N33* 26.06';W112* 0.7';1135;Phoenix Sky Harbor International Airport;Phoenix;Arizona
KPRC;N34* 39.27';W112* 25.18';5045;Ernest A. Love Field;Prescott;Arizona
KRQE;N35* 39.12';W109* 4.04';6742;Window Rock Municipal Airport;Window Rock;Arizona
KRYN;N32* 8.53';W111* 10.47';2417;Ryan Field;Tucson;Arizona
KSAD;N32* 51.2';W109* 38.1';3177;Safford Regional Airport;Safford;Arizona
KSDL;N33* 37.35';W111* 54.65';1510;Scottsdale Municipal Airport;Scottsdale;Arizona
KSEZ;N34* 50.92';W111* 47.31';4830;Sedona Airport;Sedona;Arizona
KSJN;N34* 31.11';W109* 22.73';5736;St. Johns Industrial Air Park;St. Johns;Arizona
KSOW;N34* 15.93';W110* 0.34';6415;Show Low Regional Airport;Show Low;Arizona
KTUS;N32* 6.96';W110* 56.46';2643;Tucson International Airport;Tucson;Arizona
KTYL;N34* 27.17';W110* 6.89';5820;Taylor Airport;Taylor;Arizona
00AR;N35* 36.52';W91* 15.29';239;Newport Hospital Clinic Heliport ;Newport;Arkansas
KAGO;N33* 13.68';W93* 13.02';317;Magnolia Municipal Airport;Magnolia;Arkansas
KARG;N36* 7.52';W90* 55.48';273;Walnut Ridge Regional Airport;Walnut Ridge;Arkansas
KASG;N36* 10.58';W94* 7.15';1353;Springdale Municipal Airport;Springdale;Arkansas
KAWM;N35* 8.1';W90* 14.07';212;West Memphis Municipal Airport;West Memphis;Arkansas
KBDQ;N35* 8.17';W92* 42.81';321;Morrilton Municipal Airport;Morrilton;Arkansas
KBPK;N36* 22.14';W92* 28.23';928;Ozark Regional Airport (formerly Baxter County Regional Airport);Mountain Home;Arkansas
KBVX;N35* 43.57';W91* 38.83';464;Batesville Regional Airport;Batesville;Arkansas
KBYH;N35* 57.86';W89* 56.61';254;Arkansas International Airport;Blytheville;Arkansas
KCDH;N33* 37.37';W92* 45.8';130;Harrell Field;Camden;Arkansas
KCRT;N33* 10.7';W91* 52.81';184;Z.M. Jack Stell Field;Crossett;Arkansas
KCVK;N36* 15.89';W91* 33.76';716;Sharp County Regional Airport;Ash Flat;Arkansas
KCWS;N35* 4.85';W92* 25.5';315;Dennis F. Cantrell Field;Conway;Arkansas
KDEQ;N34* 2.82';W94* 23.96';355;J. Lynn Helms Sevier County Airport;De Queen;Arkansas
KELD;N33* 13.26';W92* 48.8';277;South Arkansas Regional Airport at Goodwin Field;El Dorado;Arkansas
KFCY;N34* 56.52';W90* 46.5';249;Forrest City Municipal Airport;Forrest City;Arkansas
KFLP;N36* 17.45';W92* 35.42';719;Marion County Regional Airport;Flippin;Arkansas
KFSM;N35* 20.19';W94* 22.05';469;Fort Smith Regional Airport;Fort Smith;Arkansas
KFYV;N36* 0.3';W94* 10.18';1251;Drake Field / Fayetteville Municipal Airport;Fayetteville;Arkansas
KHBZ;N35* 30.7';W92* 0.78';632;Heber Springs Municipal Airport;Heber Springs;Arkansas
KHEE;N34* 34.59';W90* 40.55';242;Thompson-Robbins Airport;Helena;Arkansas
KHKA;N35* 56.42';W89* 49.85';255;Blytheville Municipal Airport;Blytheville;Arkansas
KHOT;N34* 28.68';W93* 5.77';540;Hot Springs Memorial Field Airport;Hot Springs;Arkansas
KHRO;N36* 15.69';W93* 9.28';1365;Boone County Airport;Harrison;Arkansas
KJBR;N35* 49.9';W90* 38.78';262;Jonesboro Municipal Airport;Jonesboro;Arkansas
KLIT;N34* 43.77';W92* 13.46';262;Little Rock National Airport Adams Field;Little Rock;Arkansas
KLLQ;N33* 38.31';W91* 45.06';270;Monticello Municipal Airport (Ellis Field);Monticello;Arkansas
KLRF;N34* 54.99';W92* 8.78';311;Little Rock Air Force Base;Jacksonville;Arkansas
KMPJ;N35* 8.33';W92* 54.55';923;Petit Jean Park Airport;Morrilton;Arkansas
KMXA;N35* 53.67';W90* 9.27';242;Manila Municipal Airport;Manila;Arkansas
KPBF;N34* 10.39';W91* 56.14';206;Grider Field;Pine Bluff;Arkansas
KPGR;N36* 3.77';W90* 30.47';290;Kirk Airport;Paragould;Arkansas
KRBM;N34* 51.01';W92* 18.01';590;Robinson Army Airfield;Camp Robinson;Arkansas
KROG;N36* 22.34';W94* 6.42';1358;Rogers Municipal Airport Carter Field;Rogers;Arkansas
KRUE;N35* 15.55';W93* 5.6';403;Russellville Regional Airport;Russellville;Arkansas
KSGT;N34* 35.97';W91* 34.5';224;Stuttgart Municipal Airport;Stuttgart;Arkansas
KSLG;N36* 11.51';W94* 29.4';1193;Smith Field;Siloam Springs;Arkansas
KSRC;N35* 12.64';W91* 44.25';264;Searcy Municipal Airport;Searcy;Arkansas
KTXK;N33* 27.22';W93* 59.46';390;Texarkana Regional Airport-Webb Field;Texarkana;Arkansas
KVBT;N36* 20.74';W94* 13.16';1296;Bentonville Municipal Airport;Bentonville;Arkansas
KXNA;N36* 16.91';W94* 18.41';1287;Northwest Arkansas Regional Airport;Fayetteville / Springdale;Arkansas
KBE;N55* 55.74';W131* 34.3';0;Hot Springs Sea Plane Base ;Bell Island;Arkinsas
KAAT;N41* 28.98';W120* 33.92';4374;Alturas Municipal Airport;Alturas;California
KACV;N40* 58.69';W124* 6.52';218;Arcata-Eureka Airport;Arcata;California
KAHC;N40* 15.97';W120* 9.16';4008;Amedee Army Airfield;Herlong;California
KAJO;N33* 53.86';W117* 36.15';533;Corona Municipal Airport;Corona;California
KAPC;N38* 12.79';W122* 16.84';35;Napa County Airport;Napa;California
KAPV;N34* 34.52';W117* 11.17';3062;Apple Valley Airport;Apple Valley;California
KAUN;N38* 57.29';W121* 4.9';1536;Auburn Municipal Airport;Auburn;California
KAVX;N33* 24.3';W118* 24.95';1602;Catalina Airport;Avalon / Santa Catalina Island;California
KBAB;N39* 8.17';W121* 26.19';113;Beale Air Force Base;Marysville;California
KBFL;N35* 26.02';W119* 3.41';507;Meadows Field Airport;Bakersfield;California
KBIH;N37* 22.39';W118* 21.82';4120;Eastern Sierra Regional Airport;Bishop;California
KBLH;N33* 37.15';W114* 43.01';397;Blythe Airport;Blythe;California
KBLU;N39* 16.5';W120* 42.59';5284;Blue Canyon-Nyack Airport;Emigrant Gap;California
KBNG;N33* 55.38';W116* 51.03';2219;Banning Municipal Airport;Banning;California
KBUR;N34* 12.04';W118* 21.51';778;Bob Hope Airport;Burbank;California
KBWC;N32* 59.58';W115* 31.01';-128;Brawley Municipal Airport;Brawley;California
KCCB;N34* 6.69';W117* 41.26';1439;Cable Airport;Upland;California
KCCR;N37* 59.38';W122* 3.41';26;Buchanan Field Airport;Concord;California
KCEC;N41* 46.81';W124* 14.19';57;Jack McNamara Field;Crescent City;California
KCIC;N39* 47.72';W121* 51.51';238;Chico Municipal Airport;Chico;California
KCLR;N33* 7.88';W115* 31.28';-182;Cliff Hatfield Memorial Airport;Calipatria;California
KCMA;N34* 12.83';W119* 5.66';75;Camarillo Airport;Camarillo;California
KCNO;N33* 58.48';W117* 38.2';652;Chino Airport;Chino;California
KCPM;N33* 53.4';W118* 14.62';97;Compton/Woodley Airport;Compton;California
KCPU;N38* 8.77';W120* 38.89';1325;Calaveras County Airport (Maury Rasmussen Field);San Andreas;California
KCRO;N36* 6.15';W119* 35.69';197;Corcoran Airport;Corcoran;California
KCRQ;N33* 7.7';W117* 16.8';331;McClellan-Palomar Airport;Carlsbad;California
KCXL;N32* 40.17';W115* 30.8';4;Calexico International Airport;Calexico;California
KDAG;N34* 51.22';W116* 47.2';1927;Barstow-Daggett Airport;Daggett;California
KDLO;N35* 44.73';W119* 14.19';314;Delano Municipal Airport;Delano;California
KDVO;N38* 8.62';W122* 33.37';2;Gnoss Field;Novato;California
KEDW;N34* 54.33';W117* 53.02';2302;Edwards Air Force Base;Rosamond;California
KEED;N34* 45.97';W114* 37.4';983;Needles Airport;Needles;California
KEKA;N40* 48.2';W124* 6.77';7;Murray Field;Eureka;California
KEMT;N34* 5.16';W118* 2.09';296;El Monte Airport;El Monte;California
KFAT;N36* 46.57';W119* 43.09';336;Fresno Yosemite International Airport;Fresno;California
KFCH;N36* 43.94';W119* 49.19';278;Fresno Chandler Executive Airport;Fresno;California
KFOT;N40* 33.24';W124* 7.96';392;Rohnerville Airport;Fortuna;California
KFUL;N33* 52.32';W117* 58.79';96;Fullerton Municipal Airport;Fullerton;California
KHAF;N37* 30.83';W122* 30.07';67;Half Moon Bay Airport;Half Moon Bay;California
KHHR;N33* 55.37';W118* 20.11';66;Hawthorne Municipal Airport;Hawthorne;California
KHJO;N36* 19';W119* 37.66';244;Hanford Municipal Airport;Hanford;California
KHMT;N33* 44.04';W117* 1.35';1512;Hemet-Ryan Airport;Hemet;California
KHWD;N37* 39.56';W122* 7.34';50;Hayward Executive Airport;Hayward;California
KIPL;N32* 50.05';W115* 34.72';-56;Imperial County Airport;Imperial;California
KIYK;N35* 39.53';W117* 49.78';2457;Inyokern Airport;Inyokern;California
KIZA;N34* 36.41';W120* 4.53';671;Santa Ynez Airport;Santa Ynez;California
KLAX;N33* 56.55';W118* 24.48';126;Los Angeles International Airport;Los Angeles;California
KLGB;N33* 49.06';W118* 9.1';60;Long Beach Airport;Long Beach;California
KLHM;N38* 54.55';W121* 21.08';121;Lincoln Regional Airport (Karl Harder Field);Lincoln;California
KLPC;N34* 39.94';W120* 28.05';88;Lompoc Airport;Lompoc;California
KLSN;N37* 3.77';W120* 52.15';119;Los Banos Municipal Airport;Los Banos;California
KLVK;N37* 41.6';W121* 49.22';400;Livermore Municipal Airport;Livermore;California
KMAE;N36* 59.19';W120* 6.76';253;Madera Municipal Airport;Madera;California
KMCC;N38* 40.06';W121* 24.04';75;McClellan Airfield;Sacramento;California
KMCE;N37* 17.08';W120* 30.83';156;Merced Municipal Airport;Merced;California
KMER;N37* 22.83';W120* 34.09';189;Castle Airport;Atwater;California
KMHR;N38* 33.23';W121* 17.86';96;Mather Airport;Sacramento;California
KMHV;N35* 3.56';W118* 9.11';2791;Mojave Spaceport;Mojave;California
KMIT;N35* 30.44';W119* 11.53';421;Shafter Airport;Shafter;California
KMMH;N37* 37.44';W118* 50.27';7128;Mammoth Yosemite Airport;Mammoth Lakes;California
KMOD;N37* 37.55';W120* 57.27';97;Modesto City-County Airport;Modesto;California
KMRY;N36* 35.22';W121* 50.58';257;Monterey Peninsula Airport;Monterey;California
